Database entry; RomName; Rom; Vid; Thm; Whl; Art1; Art2; Art3; Art4; Snd; crc; Manufacturer; Year; Genre
Grand Galop; Grand Galop (Europe) (En,Fr); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Grand Theft Auto - Chinatown Wars; Grand Theft Auto - Chinatown Wars (USA) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Grease - The Official Video Game; Grease - The Official Video Game (USA) (NDSi Enhanced) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Green Lantern - Rise of the Manhunters; Green Lantern - Rise of the Manhunters (USA) (En,Fr,De,Es,It,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Greg Hastings' Tournament Paintball Max'd; Greg Hastings' Tournament Paintball Max'd (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Grey's Anatomy - The Video Game; Grey's Anatomy - The Video Game (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Grid; Grid (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
GripsKids - Mathematik; GripsKids - Mathematik (Europe) (En,Fr,De,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Groovy Chick - My Fashion World; Groovy Chick - My Fashion World (Europe) (En,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Guilty Gear - Dust Strikers; Guilty Gear - Dust Strikers (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Guinness World Records - The Videogame; Guinness World Records - The Videogame (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Guitar Hero - On Tour; Guitar Hero - On Tour (USA) (En,Fr); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Guitar Hero - On Tour - Decades; Guitar Hero - On Tour - Decades (USA) (En,Fr); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Guitar Hero - On Tour - Modern Hits; Guitar Hero - On Tour - Modern Hits (USA) (En,Fr) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Guitar Rock Tour; Guitar Rock Tour (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Gunpey DS - Music x Puzzle; Gunpey DS - Music x Puzzle (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Guru Guru; Guru Guru (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hamsterz Life; Hamsterz Life (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Hands On! Tangrams; Hands On! Tangrams (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Hannah Montana; Hannah Montana (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Hannah Montana - Music Jam; Hannah Montana - Music Jam (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Pass Your Driving Theory Test; Pass Your Driving Theory Test (Europe) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Happy Bakery; Happy Bakery (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Happy Cooking; Happy Cooking (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Happy Feet; Happy Feet (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Happy Feet Two; Happy Feet Two (USA) (En,Fr,De,Es,It,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Happy Hippo's World Tour; Happy Hippo's World Tour (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hardy Boys, The - Treasure on the Tracks; Hardy Boys, The - Treasure on the Tracks (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Harlem Globetrotters World Tour; Harlem Globetrotters World Tour (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Harry Potter and the Deathly Hallows - Part 1; Harry Potter and the Deathly Hallows - Part 1 (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Harry Potter and the Deathly Hallows - Part 2; Harry Potter and the Deathly Hallows - Part 2 (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Harry Potter and the Goblet of Fire; Harry Potter and the Goblet of Fire (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Harry Potter and the Half-Blood Prince; Harry Potter and the Half-Blood Prince (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Harry Potter and the Order of the Phoenix; Harry Potter and the Order of the Phoenix (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Harvest Moon - Frantic Farming; Harvest Moon - Frantic Farming (USA) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Harvest Moon DS; Harvest Moon DS (USA) (Rev 1); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Harvest Moon DS; Harvest Moon DS (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Harvest Moon DS - Grand Bazaar; Harvest Moon DS - Grand Bazaar (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Harvest Moon DS - Island of Happiness; Harvest Moon DS - Island of Happiness (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Harvest Moon DS - Sunshine Islands; Harvest Moon DS - Sunshine Islands (USA) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Penguins of Madagascar, The; Penguins of Madagascar, The (USA) (En,Fr) (NDSi Enhanced) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Harvest Moon DS Cute; Harvest Moon DS Cute (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Hasbro Family Game Night; Hasbro Family Game Night (USA) (En,Fr); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Heavy Armor Brigade; Heavy Armor Brigade (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Hell's Kitchen - The Game; Hell's Kitchen - The Game (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hello Baby!; Hello Baby! (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hello Kitty - Big City Dreams; Hello Kitty - Big City Dreams (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hello Kitty - Birthday Adventures; Hello Kitty - Birthday Adventures (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hello Kitty - Daily; Hello Kitty - Daily (USA) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hello Kitty - Party; Hello Kitty - Party (USA) (En,Fr,De,Es,It,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hello, Pocoyo!; Hello, Pocoyo! (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Henry Hatsworth in the Puzzling Adventure; Henry Hatsworth in the Puzzling Adventure (USA) (En,Fr,De,Es,It) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Heracles - Battle with the Gods; Heracles - Battle with the Gods (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Herbie - Rescue Rally; Herbie - Rescue Rally (USA) (En,Fr,De,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hero's Saga - Laevatein Tactics; Hero's Saga - Laevatein Tactics (USA) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Heroes of Hellas 2 - Olympia; Heroes of Hellas 2 - Olympia (Europe) (En,Fr,De,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Personal Trainer - Math; Personal Trainer - Math (USA) (En,Fr,Es) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz - Bunnyz; Petz - Bunnyz (USA) (En,Fr,De,Es,It,Nl); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hi! Hamtaro - Ham-Ham Challenge; Hi! Hamtaro - Ham-Ham Challenge (USA) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hidden Expedition - Titanic; Hidden Expedition - Titanic (Europe) (En,Fr,De,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hidden Mysteries - Buckingham Palace - Secrets of Kings and Queens; Hidden Mysteries - Buckingham Palace - Secrets of Kings and Queens (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Hidden Mysteries - Salem Secrets - Witch Trials of 1692; Hidden Mysteries - Salem Secrets - Witch Trials of 1692 (USA) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hidden Mysteries - Titanic - Secrets of the Fateful Voyage; Hidden Mysteries - Titanic - Secrets of the Fateful Voyage (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Hidden Mysteries - Vampire Secrets; Hidden Mysteries - Vampire Secrets (USA) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hidden Object Show; Hidden Object Show (Europe) (En,Fr,De,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hidden Objects - Mystery Stories; Hidden Objects - Mystery Stories (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
High School Musical - Makin' the Cut!; High School Musical - Makin' the Cut! (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
High School Musical 2 - Work This Out!; High School Musical 2 - Work This Out! (USA) (En,Fr,De,Es,It,Nl); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
High School Musical 3 - Senior Year; High School Musical 3 - Senior Year (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
History - Great Empires - Rome; History - Great Empires - Rome (USA) (En,Fr,De,Es,It) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Holly Hobbie & Friends; Holly Hobbie & Friends (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Hollywood Files - Deadly Intrigues; Hollywood Files - Deadly Intrigues (Europe) (En,Fr,De,Es,It,Nl) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Homie Rollerz; Homie Rollerz (USA) (En,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Honeycomb Beat; Honeycomb Beat (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Hop - The Movie; Hop - The Movie (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Horrible Histories - Ruthless Romans; Horrible Histories - Ruthless Romans (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Horrid Henry - Missions of Mischief; Horrid Henry - Missions of Mischief (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Horrid Henry's Horrid Adventure; Horrid Henry's Horrid Adventure (Europe); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Horse & Foal - My Riding Stables; Horse & Foal - My Riding Stables (Europe) (En,Sv,No,Da); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Horse Life; Horse Life (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Horse Life - Adventures; Horse Life - Adventures (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Horse Life 3; Horse Life 3 (Europe) (En,Fr,De,Es,It,Nl) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Horseland; Horseland (Europe) (En,De,Nl,Sv) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Horsez; Horsez (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hoshigami - Ruining Blue Earth - Remix; Hoshigami - Ruining Blue Earth - Remix (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Hospital Giant; Hospital Giant (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hot Wheels - Battle Force 5; Hot Wheels - Battle Force 5 (USA) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hot Wheels - Beat That!; Hot Wheels - Beat That! (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Hot Wheels - Track Attack; Hot Wheels - Track Attack (USA) (En,Fr) (NDSi Enhanced) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Peter Pan's Playground; Peter Pan's Playground (Europe); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Hotel for Dogs; Hotel for Dogs (USA) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hotel Giant DS; Hotel Giant DS (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hotel Transylvania; Hotel Transylvania (Europe); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
House M.D. - The Official Game; House M.D. - The Official Game (Europe) (En,Fr,De); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
How to Pass Your Driving Test; How to Pass Your Driving Test (Europe) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
How to Train Your Dragon; How to Train Your Dragon (USA) (En,Fr); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hugo - Zauberei im Trollwald; Hugo - Zauberei im Trollwald (Europe) (En,De,Es,Pt); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Humans, The - Meet the Ancestors!; Humans, The - Meet the Ancestors! (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hurry Up Hedgehog!; Hurry Up Hedgehog! (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Hysteria Hospital - Emergency Ward; Hysteria Hospital - Emergency Ward (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
I Did It Mum! - Doll's House; I Did It Mum! - Doll's House (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
I Did It Mum! - Picture Book; I Did It Mum! - Picture Book (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
I Did It Mum! - Spelling; I Did It Mum! - Spelling (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
I Did It Mum! 2 - Boy; I Did It Mum! 2 - Boy (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
I Heart Geeks; I Heart Geeks (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
I Love Beauty - Hollywood Makeover; I Love Beauty - Hollywood Makeover (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
I Love Horses; I Love Horses (USA) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
I SPY Castle; I SPY Castle (USA) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
I Spy Fun House; I Spy Fun House (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
I SPY Universe; I SPY Universe (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
I'm a Celebrity - Get Me Out of Here!; I'm a Celebrity - Get Me Out of Here! (Europe); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
iCarly; iCarly (USA) (En,Fr) (NDSi Enhanced) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
iCarly - Groovy Foodie!; iCarly - Groovy Foodie! (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
iCarly 2 - iJoin the Click!; iCarly 2 - iJoin the Click! (USA) (NDSi Enhanced) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Ice Age - Dawn of the Dinosaurs; Ice Age - Dawn of the Dinosaurs (USA) (En,Fr) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz - Nursery 2; Petz - Nursery 2 (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Ice Age 4 - Continental Drift - Arctic Games; Ice Age 4 - Continental Drift - Arctic Games (USA) (En,Fr); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Ico Soccer; Ico Soccer (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Igor - The Game; Igor - The Game (USA) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
IL-2 Sturmovik - Birds of Prey; IL-2 Sturmovik - Birds of Prey (USA) (En,Fr,De,Es,It) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Animal Doctor; Imagine - Animal Doctor (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Animal Doctor Care Center; Imagine - Animal Doctor Care Center (USA) (En,Fr,Es) (NDSi Enhanced) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Artist; Imagine - Artist (USA) (En,Fr,Es) (NDSi Enhanced) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Babysitters; Imagine - Babysitters (USA) (En,Fr,Es,Pt); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Babyz; Imagine - Babyz (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Babyz Fashion; Imagine - Babyz Fashion (USA) (En,Fr,Es) (NDSi Enhanced) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Ballet Star; Imagine - Ballet Star (USA) (En,Fr,De,Es,It,Nl) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Boutique Owner; Imagine - Boutique Owner (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Cheerleader; Imagine - Cheerleader (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Detective; Imagine - Detective (USA) (En,Fr,De,Es,It,Nl,Sv,No,Da) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Family Doctor; Imagine - Family Doctor (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Fashion Designer; Imagine - Fashion Designer (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Fashion Designer - New York; Imagine - Fashion Designer - New York (USA) (En,Fr,Es,Pt); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Fashion Designer - World Tour; Imagine - Fashion Designer - World Tour (USA) (En,Fr,Es) (NDSi Enhanced) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Fashion Stylist; Imagine - Fashion Stylist (USA) (En,Fr,Es) (NDSi Enhanced) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Figure Skater; Imagine - Figure Skater (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Gymnast; Imagine - Gymnast (USA) (En,Fr,Es) (NDSi Enhanced) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Ice Champions; Imagine - Ice Champions (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Interior Designer; Imagine - Interior Designer (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Makeup Artist; Imagine - Makeup Artist (USA) (En,Fr) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Master Chef; Imagine - Master Chef (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Movie Star; Imagine - Movie Star (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Music Fest; Imagine - Music Fest (USA) (En,Fr) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - My Restaurant; Imagine - My Restaurant (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Party Planner; Imagine - Party Planner (USA) (En,Fr,De,Es,It,Nl); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Reporter; Imagine - Reporter (USA) (En,Fr,Es) (NDSi Enhanced) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Resort Owner; Imagine - Resort Owner (USA) (En,Fr,Es) (NDSi Enhanced) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Rock Star; Imagine - Rock Star (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Salon Stylist; Imagine - Salon Stylist (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Soccer Captain; Imagine - Soccer Captain (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Sweet 16; Imagine - Sweet 16 (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Teacher; Imagine - Teacher (USA) (En,Fr,Es,Pt) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Teacher - Class Trip; Imagine - Teacher - Class Trip (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Wedding Designer; Imagine - Wedding Designer (USA) (En,Fr,Es,Pt) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Imagine - Zookeeper; Imagine - Zookeeper (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Pferd & Pony - Mein Gestuet - Ein Leben fuer die Pferde; Pferd & Pony - Mein Gestuet - Ein Leben fuer die Pferde (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Inazuma Eleven; Inazuma Eleven (Europe); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Inazuma Eleven 2 - Blizzard; Inazuma Eleven 2 - Blizzard (Europe); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Inazuma Eleven 2 - Firestorm; Inazuma Eleven 2 - Firestorm (Europe); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Incredible Hulk, The; Incredible Hulk, The (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Incredibles, The - Rise of the Underminer; Incredibles, The - Rise of the Underminer (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Indiana Jones and the Staff of Kings; Indiana Jones and the Staff of Kings (USA) (En,Fr); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Indianapolis 500 Legends; Indianapolis 500 Legends (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Indoor Sports Club; Indoor Sports Club (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Infinite Space; Infinite Space (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Inkheart; Inkheart (USA) (En,Fr,De,Es,It) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Insecticide; Insecticide (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Intellivision Lives!; Intellivision Lives! (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Interactive Storybook DS - Series 1; Interactive Storybook DS - Series 1 (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Interactive Storybook DS - Series 2; Interactive Storybook DS - Series 2 (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Interactive Storybook DS - Series 3; Interactive Storybook DS - Series 3 (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Internado, El - Laguna Negra; Internado, El - Laguna Negra (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
InuYasha - Secret of the Divine Jewel; InuYasha - Secret of the Divine Jewel (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Iron Chef America - Supreme Cuisine; Iron Chef America - Supreme Cuisine (USA) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Iron Man; Iron Man (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Iron Man 2; Iron Man 2 (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Ivy the Kiwi; Ivy the Kiwi (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Izuna - Legend of the Unemployed Ninja; Izuna - Legend of the Unemployed Ninja (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Izuna 2 - The Unemployed Ninja Returns; Izuna 2 - The Unemployed Ninja Returns (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
J4G - A Girl's World; J4G - A Girl's World (Europe) (En,De); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Pimp My Ride - Street Racing; Pimp My Ride - Street Racing (USA) (En,Fr) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Jacqueline Wilson's Tracy Beaker - The Game; Jacqueline Wilson's Tracy Beaker - The Game (Europe); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Jagged Alliance; Jagged Alliance (USA) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
